"","cell","TissueType","OncoTree1","OncoTree2","OncoTree3","OncoTree4","TNBC","name","source","celloidx","celloacs","cid","ot2","ot3","ot4","ot1","link"
"277","dg-75","blood;lymphoma","Lymph","Non-Hodgkin's Lymphoma (NHL)","B-Cell Lymphoma (BCL)","Burkitt Lymphoma (BL)","","DG-75;DG75","gdscDec15;mdaMills;gdsc1;gdsc2","DG-75","CVCL_0244","dg-75","non-hodgkin's lymphoma","b-cell lymphoma","burkitt lymphoma","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dg-75_cvcl_0244.html' target='_blank'>details</a>"
"278","difi","large_intestine","Bowel","","","","","DIFI;DiFi","gdscDec15;gdsc1;gdsc2","DiFi","CVCL_6895","difi","","","","Bowel","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/difi_cvcl_6895.html' target='_blank'>details</a>"
"279","djm-1","OTHER;skin","Other","","","","","DJM-1","gdscDec15;gdsc1;gdsc2","DJM-1","CVCL_1172","djm-1","","","","Other","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/djm-1_cvcl_1172.html' target='_blank'>details</a>"
"280","dk-mg","central_nervous_system: astrocytoma_Grade_IV;GBM;Central Nervous System;central_nervous_system;nervous_system","Brain_CNS","Diffuse Glioma (DIFG);Glioma;glioma","Astrocytoma (ASTR);Glioblastoma;glioblastoma","","","DK-MG;DKMG","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","DK-MG","CVCL_1173","dk-mg","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dk-mg_cvcl_1173.html' target='_blank'>details</a>"
"281","dld-1","large_intestine: adenocarcinoma;large_intestine;Colon adenocarcinoma","Bowel","Colorectal Adenocarcinoma (COADREAD);colorectal_adenocarcinoma","","","","DLD-1;DLD1","ccle;achilles;mdaMills;ancats","DLD-1","CVCL_0248","dld-1","colorectal adenocarcinoma","","","Bowel","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dld-1_cvcl_0248.html' target='_blank'>details</a>"
"282","dm-3","pleura: mesothelioma","Mesothelium","Mesothelioma (MESO)","","","","DM-3","ccle","DM-3","CVCL_2019","dm-3","mesothelioma","","","Mesothelium","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dm-3_cvcl_2019.html' target='_blank'>details</a>"
"283","dms-114","lung: small_cell_carcinoma;NOT_TCGA;Small Cell Lung Cancer;lung_SCLC;Small cell lung carcinoma","Lung","Small Cell Lung Cancer (SCLC)","","","","DMS 114;DMS-114","ccle;gdscDec15;nciSclc;gdsc1;gdsc2;ancats","DMS 114","CVCL_1174","dms-114","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-114_cvcl_1174.html' target='_blank'>details</a>"
"284","dms-153","lung: small_cell_carcinoma;NOT_TCGA","Lung","Small Cell Lung Cancer (SCLC)","","","","DMS 153;DMS-153","ccle;gdscDec15","DMS 153","CVCL_1175","dms-153","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-153_cvcl_1175.html' target='_blank'>details</a>"
"285","dms-187","Small Cell Lung Cancer","Lung","Small Cell Lung Cancer (SCLC)","","","","DMS 187","nciSclc","DMS 187","CVCL_Z041","dms-187","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-187_cvcl_z041.html' target='_blank'>details</a>"
"286","dms-273","lung: small_cell_carcinoma;NOT_TCGA;Small Cell Lung Cancer;Lung;lung_SCLC","Lung","Small Cell Lung Cancer (SCLC);SCLC","","","","DMS 273;DMS-273;DMS273","ccle;gdscDec15;nciSclc;prism;gdsc1;gdsc2","DMS 273","CVCL_1176","dms-273","small cell lung cancer;sclc","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-273_cvcl_1176.html' target='_blank'>details</a>"
"287","dms-454","lung: small_cell_carcinoma","Lung","Small Cell Lung Cancer (SCLC)","","","","DMS 454","ccle","DMS 454","CVCL_2438","dms-454","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-454_cvcl_2438.html' target='_blank'>details</a>"
"288","dms-53","lung: small_cell_carcinoma;NOT_TCGA;Small Cell Lung Cancer;lung;lung_SCLC","Lung","Small Cell Lung Cancer (SCLC);SCLC","","","","DMS 53;DMS-53;DMS53","ccle;gdscDec15;nciSclc;achilles;gdsc1;gdsc2","DMS 53","CVCL_1177","dms-53","small cell lung cancer;sclc","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-53_cvcl_1177.html' target='_blank'>details</a>"
"289","dms-79","lung: small_cell_carcinoma;NOT_TCGA;Small Cell Lung Cancer;lung_SCLC;Small cell lung carcinoma","Lung","Small Cell Lung Cancer (SCLC)","","","","DMS 79;DMS-79;DMS79","ccle;gdscDec15;nciSclc;mdaMills;gdsc1;gdsc2;ancats","DMS 79","CVCL_1178","dms-79","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dms-79_cvcl_1178.html' target='_blank'>details</a>"
"290","dnd-41","haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia;leukemia","Blood","Leukemia (LEUK)","Acute Lymphoid Leukemia (ALL)","","","DND-41","ccle;gdscDec15;gdsc1;gdsc2","DND-41","CVCL_2022","dnd-41","leukemia","acute lymphoid leukemia","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dnd-41_cvcl_2022.html' target='_blank'>details</a>"
"291","dohh2","haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma;DLBC;lymphoma;Diffuse large B-cell lymphoma germinal center B-cell type","Lymph","Non-Hodgkin's Lymphoma (NHL)","B-Cell Lymphoma (BCL)","Diffuse Large B-Cell Lymphoma (DLBCL)","","DOHH-2;DOHH2;DoHH2","ccle;gdscDec15;mdaMills;gdsc1;gdsc2;ancats","DoHH2","CVCL_1179","dohh2","non-hodgkin's lymphoma","b-cell lymphoma","diffuse large b-cell lymphoma","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dohh2_cvcl_1179.html' target='_blank'>details</a>"
"292","dok","HNSC;aero_dig_tract","Head_Neck","","","","","DOK","gdscDec15;gdsc1;gdsc2","DOK","CVCL_1180","dok","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dok_cvcl_1180.html' target='_blank'>details</a>"
"293","dotc2-4510","CESC;cervix;urogenital_system","Cervix","cervical_adenocarcinoma","","","","DoTc2-4510;DOTC24510","gdscDec15;achilles;gdsc1;gdsc2","DoTc2 4510","CVCL_1181","dotc2-4510","cervical adenocarcinoma","","","Cervix","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dotc2-4510_cvcl_1181.html' target='_blank'>details</a>"
"294","dov13","Ovary;OV;urogenital_system","Ovary","","","","","DOV13","ccle;gdscDec15;gdsc1;gdsc2","DOV13","CVCL_6774","dov13","","","","Ovary","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dov13_cvcl_6774.html' target='_blank'>details</a>"
"295","dsh1","BLCA;urogenital_system","Bladder_Urinary_Tract","","","","","DSH1","gdscDec15;gdsc1;gdsc2","DSH1","CVCL_1182","dsh1","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dsh1_cvcl_1182.html' target='_blank'>details</a>"
"296","du145","prostate;prostate: carcinoma;PRAD;Prostate;urogenital_system;Prostate carcinoma","Prostate","Prostate Adenocarcinoma","","","","PR:DU-145;DU 145;DU-145;DU145","nci60;ccle;gdscDec15;prism;mdaMills;gdsc1;gdsc2;ancats","DU145","CVCL_0105","du145","prostate adenocarcinoma","","","Prostate","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/du145_cvcl_0105.html' target='_blank'>details</a>"
"297","du4475","breast: ductal_carcinoma;BRCA;skin;breast","Breast","Breast Carcinoma (BRCA);breast_carcinoma","Breast Invasive Ductal Carcinoma (IDC);ERneg_HER2neg","","Breast Triple Negative","DU4475;DU-4475","ccle;gdscDec15;achilles;mdaMills;gdsc1;gdsc2","DU4475","CVCL_1183","du4475","breast carcinoma","breast invasive ductal carcinoma;erneg her2neg","","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/du4475_cvcl_1183.html' target='_blank'>details</a>"
"298","dv-90","lung: adenocarcinoma;LUAD","Lung","Non-Small Cell Lung Cancer (NSCLC)","Lung Adenocarcinoma (LUAD)","","","DV-90","ccle;gdscDec15","DV-90","CVCL_1184","dv-90","non-small cell lung cancer","lung adenocarcinoma","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/dv-90_cvcl_1184.html' target='_blank'>details</a>"
"299","eb1","haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma","Lymph","Non-Hodgkin's Lymphoma (NHL)","B-Cell Lymphoma (BCL)","Burkitt Lymphoma (BL)","","EB1","ccle;mdaMills","EB1","CVCL_2027","eb1","non-hodgkin's lymphoma","b-cell lymphoma","burkitt lymphoma","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eb1_cvcl_2027.html' target='_blank'>details</a>"
"300","eb2","haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma;lymphoma","Lymph","Non-Hodgkin's Lymphoma (NHL)","B-Cell Lymphoma (BCL)","Burkitt Lymphoma (BL)","","EB2","ccle;gdscDec15;gdsc1;gdsc2","EB2","CVCL_1186","eb2","non-hodgkin's lymphoma","b-cell lymphoma","burkitt lymphoma","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eb2_cvcl_1186.html' target='_blank'>details</a>"
"301","eb3-human-burkitt-lymphoma","lymphoma","Lymph","Non-Hodgkin's Lymphoma (NHL)","B-Cell Lymphoma (BCL)","Burkitt Lymphoma (BL)","","EB-3","gdscDec15;gdsc1;gdsc2","EB3 [Human Burkitt lymphoma]","CVCL_1185","eb3-human-burkitt-lymphoma","non-hodgkin's lymphoma","b-cell lymphoma","burkitt lymphoma","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eb3-human-burkitt-lymphoma_cvcl_1185.html' target='_blank'>details</a>"
"302","ebc-1","lung: squamous_cell_carcinoma;LUSC;Lung;skin;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Squamous Cell Carcinoma (LUSC);NSCLC Squamous;NSCLC_squamous","","","EBC-1;EBC1","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","EBC-1","CVCL_2891","ebc-1","non-small cell lung cancer;nsclc","lung squamous cell carcinoma;nsclc squamous","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ebc-1_cvcl_2891.html' target='_blank'>details</a>"
"303","ec-gi-10","oesophagus: carcinoma;Esophagus;lymph_node;aero_dig_tract","Esophagus_Stomach","Esophagus Squamous;esophagus_squamous","","","","EC-GI-10;ECGI10","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","EC-GI-10","CVCL_1187","ec-gi-10","esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ec-gi-10_cvcl_1187.html' target='_blank'>details</a>"
"304","ecc10","stomach: small_cell_adenocarcinoma;OTHER;digestive_system","Esophagus_Stomach","Esophagogastric Adenocarcinoma (EGC)","Stomach Adenocarcinoma (STAD)","","","ECC10","ccle;gdscDec15;gdsc1;gdsc2","ECC10","CVCL_1188","ecc10","esophagogastric adenocarcinoma","stomach adenocarcinoma","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ecc10_cvcl_1188.html' target='_blank'>details</a>"
"305","ecc12","stomach: small_cell_adenocarcinoma;OTHER;digestive_system","Esophagus_Stomach","Esophagogastric Adenocarcinoma (EGC)","Stomach Adenocarcinoma (STAD)","","","ECC12","ccle;gdscDec15;gdsc1;gdsc2","ECC12","CVCL_1189","ecc12","esophagogastric adenocarcinoma","stomach adenocarcinoma","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ecc12_cvcl_1189.html' target='_blank'>details</a>"
"306","ecc2","biliary_tract","Biliary_Tract","cholangiocarcinoma","extrahepatic","","","ECC2","achilles","ECC2","CVCL_A1UI","ecc2","cholangiocarcinoma","extrahepatic","","Biliary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ecc2_cvcl_a1ui.html' target='_blank'>details</a>"
"307","ecc4","","Other","","","","","ECC4","gdscDec15","ECC4","CVCL_1190","ecc4","","","","Other","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ecc4_cvcl_1190.html' target='_blank'>details</a>"
"308","efe-184","endometrium: carcinoma;UCEC;ascites","Uterus","Endometrial Carcinoma (UCEC);endometrial_adenocarcinoma","","","","EFE-184;EFE184","ccle;gdscDec15;achilles;mdaMills","EFE-184","CVCL_1191","efe-184","endometrial carcinoma;endometrial adenocarcinoma","","","Uterus","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/efe-184_cvcl_1191.html' target='_blank'>details</a>"
"309","efm-19","breast: ductal_carcinoma;BRCA;pleural_effusion;breast","Breast","Breast Carcinoma (BRCA);breast_ductal_carcinoma","Breast Invasive Ductal Carcinoma (IDC);ERpos_HER2neg","","","EFM-19;EFM19","ccle;gdscDec15;achilles;mdaMills;gdsc1;gdsc2","EFM-19","CVCL_0253","efm-19","breast carcinoma;breast ductal carcinoma","breast invasive ductal carcinoma;erpos her2neg","","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/efm-19_cvcl_0253.html' target='_blank'>details</a>"
"310","efm-192a","breast: carcinoma;BRCA;Breast;breast","Breast","Breast Carcinoma (BRCA);Breast Adenocarcinoma","ERpos HER2pos","HER2 Amp","","EFM-192A;EFM192A","ccle;gdscDec15;prism;mdaMills;gdsc1;gdsc2","EFM-192A","CVCL_1812","efm-192a","breast carcinoma;breast adenocarcinoma","erpos her2pos","her2 amp","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/efm-192a_cvcl_1812.html' target='_blank'>details</a>"
"311","efo-21","ovary: serous_carcinoma;OV;Ovary;ascites;urogenital_system","Ovary","Ovarian Epithelial Tumor (OVT);Ovary Adenocarcinoma;ovary_adenocarcinoma","Serous Ovarian Cancer (SOC);Clear Cell;clear_cell","","","EFO-21;EFO21;EF021","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","EFO-21","CVCL_0029","efo-21","ovarian epithelial tumor;ovary adenocarcinoma","serous ovarian cancer;clear cell","","Ovary","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/efo-21_cvcl_0029.html' target='_blank'>details</a>"
"312","efo-27","ovary: mucinous_carcinoma;OTHER;Ovary;abdomen;urogenital_system","Ovary","Ovarian Epithelial Tumor (OVT);Ovary Adenocarcinoma;ovary_adenocarcinoma","Mucinous Ovarian Cancer (MOV);Endometrioid;endometrioid","","","EFO-27;EFO27","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","EFO-27","CVCL_1192","efo-27","ovarian epithelial tumor;ovary adenocarcinoma","mucinous ovarian cancer;endometrioid","","Ovary","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/efo-27_cvcl_1192.html' target='_blank'>details</a>"
"313","egi-1","biliary_tract","Biliary_Tract","cholangiocarcinoma","extrahepatic","","","EGI-1;EGI1","gdscDec15;achilles","EGI-1","CVCL_1193","egi-1","cholangiocarcinoma","extrahepatic","","Biliary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/egi-1_cvcl_1193.html' target='_blank'>details</a>"
"314","eheb","haematopoietic_and_lymphoid_tissue: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma;LCLL;lymphoma","Blood;Lymph","Leukemia (LEUK)","Chronic Lymphocytic Leukemia (CLL)","","","EHEB","ccle;gdscDec15;mdaMills;gdsc1","EHEB","CVCL_1194","eheb","leukemia","chronic lymphocytic leukemia","","Blood;Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eheb_cvcl_1194.html' target='_blank'>details</a>"
"315","ei","uterus","Uterus","","","","","EI","mdaMills","EI","CVCL_F958","ei","","","","Uterus","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ei_cvcl_f958.html' target='_blank'>details</a>"
"316","ejm","haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma;ascites;myeloma;Plasma cell myeloma","Blood","Multiple Myeloma (MM);multiple_myeloma","","","","EJM","ccle;gdscDec15;achilles;gdsc1;gdsc2;ancats","EJM","CVCL_2030","ejm","multiple myeloma","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ejm_cvcl_2030.html' target='_blank'>details</a>"
"317","ekvx","lung;Lung;LUAD;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Adenocarcinoma (LUAD);NSCLC_adenocarcinoma","","","LC:EKVX;EKVX","nci60;ccle;gdscDec15;achilles;mdaMills;gdsc1;gdsc2","EKVX","CVCL_1195","ekvx","non-small cell lung cancer;nsclc","lung adenocarcinoma;nsclc adenocarcinoma","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ekvx_cvcl_1195.html' target='_blank'>details</a>"
"318","em-2","haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia;bone_marrow;leukemia","Blood","Leukemia (LEUK);CML","Chronic Myelogenous Leukemia (CML);blast_crisis","","","EM-2;EM2","ccle;gdscDec15;achilles;gdsc1;gdsc2","EM-2","CVCL_1196","em-2","leukemia;cml","chronic myelogenous leukemia;blast crisis","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/em-2_cvcl_1196.html' target='_blank'>details</a>"
"319","emc-bac-1","lung_NSCLC","Esophagus_Stomach","","","","","EMC-BAC-1","gdscDec15;gdsc1;gdsc2","EMC-BAC-1","CVCL_X486","emc-bac-1","","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/emc-bac-1_cvcl_x486.html' target='_blank'>details</a>"
"320","emc-bac-2","lung_NSCLC","Esophagus_Stomach","","","","","EMC-BAC-2","gdscDec15;gdsc1;gdsc2","EMC-BAC-2","CVCL_X487","emc-bac-2","","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/emc-bac-2_cvcl_x487.html' target='_blank'>details</a>"
"321","emtoka","endometrium","Uterus","uterine_carcinoma","","","","EMTOKA","achilles","EMTOKA","CVCL_E115","emtoka","uterine carcinoma","","","Uterus","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/emtoka_cvcl_e115.html' target='_blank'>details</a>"
"322","en","endometrium: carcinoma;UCEC;Uterus;endometrium;urogenital_system","Uterus","Endometrial Carcinoma (UCEC);Endometrial Adenocarcinoma;endometrial_adenocarcinoma","","","","EN","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","EN","CVCL_2034","en","endometrial carcinoma;endometrial adenocarcinoma","","","Uterus","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/en_cvcl_2034.html' target='_blank'>details</a>"
"323","en-1078d","uterus","Uterus","","","","","EN1078D","mdaMills","EN-1078D","CVCL_A423","en-1078d","","","","Uterus","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/en-1078d_cvcl_a423.html' target='_blank'>details</a>"
"324","eol-1","haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia;haematopoietic_and_lymphoid_tissue;leukemia;Chronic eosinophilic leukemia, not otherwise specified","Blood;Other","Leukemia (LEUK);AML","Acute Myeloid Leukemia (AML);M5","","","EOL-1;EoL-1-cell;EOL1;EoL-1","ccle;gdscDec15;achilles;gdsc1;gdsc2;ancats","EoL-1","CVCL_0258","eol-1","leukemia;aml","acute myeloid leukemia;m5","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eol-1_cvcl_0258.html' target='_blank'>details</a>"
"325","eplc-272h","lung: squamous_cell_carcinoma;LUSC;lung;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Squamous Cell Carcinoma (LUSC);NSCLC_squamous","","","EPLC-272H;EPLC272H","ccle;gdscDec15;achilles;gdsc1;gdsc2","EPLC-272H","CVCL_1197","eplc-272h","non-small cell lung cancer;nsclc","lung squamous cell carcinoma;nsclc squamous","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/eplc-272h_cvcl_1197.html' target='_blank'>details</a>"
"326","es-2","ovary: clear_cell_carcinoma;OTHER;Ovary;ovary;urogenital_system","Ovary","Ovarian Epithelial Tumor (OVT);Ovary Adenocarcinoma;ovary_adenocarcinoma","Clear Cell Ovarian Cancer (CCOV);Clear Cell;clear_cell","","","ES-2;ES2","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","ES-2","CVCL_3509","es-2","ovarian epithelial tumor;ovary adenocarcinoma","clear cell ovarian cancer;clear cell","","Ovary","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/es-2_cvcl_3509.html' target='_blank'>details</a>"
"327","es1","bone","Bone","Ewing Sarcoma (ES)","","","","ES1","gdscDec15;gdsc1;gdsc2","ES1","CVCL_1198","es1","ewing sarcoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/es1_cvcl_1198.html' target='_blank'>details</a>"
"328","es3","","Bone","Ewing Sarcoma (ES)","","","","ES3","gdscDec15","ES3","CVCL_1199","es3","ewing sarcoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/es3_cvcl_1199.html' target='_blank'>details</a>"
"329","es4","bone","Bone","sarcoma","","","","ES4","gdscDec15;gdsc1;gdsc2","ES4","CVCL_1200","es4","sarcoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/es4_cvcl_1200.html' target='_blank'>details</a>"
